tweet_id,sentiment,content
1957023739,hate,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
1957027495,sadness,Is going to sleep not peaceful wanted to hear him say Good Night but that didn't happen Good Night everyone....
1957028895,sadness,I haven't seen Muffin in two whole days!
1957029111,sadness,i'll miss y'all back... give my regards...
1957030596,neutral,i wont have time to buy and i need a new binder pa
1957030622,hate,hahaha well its try its so ugly
1957033219,neutral,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
1957033874,hate,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
1957034289,hate,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
1957035950,hate,my roommate loves to ignore me
1957037860,relief,"Scary lightning and thunder I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
1957038470,hate,"Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
1957039203,worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
1957039894,sadness,omg i keep losing followers this is so sad i want 90 one day....thats my goal ;D
1957040172,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
1957041745,sadness,Fuuudge. Movie store is closed
1957041767,sadness,ALO is so sad and quiet and empty tonight
1957041812,hate,"Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
1957041856,worry,You never answered your DM I sent you.... I need your info...
1957042008,worry,Am trying to get through the pilot of the first season of friday night lights. Oh gosh Pass the tissue...
1957043241,sadness,I dont feel good AT ALL. fuckkk
1957044789,worry,bad times?
1957044935,hate,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
1957045940,worry,Thank you for the rec but that doesn't work
1957047569,worry,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
1957047828,worry,"Lady across the way had a miscarriage, say a prayer"
1957048703,hate,ohhhh thunderstorms...boo why do they always have to make the power go out??
1957049167,sadness,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
1957050633,hate,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE! LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
1957050747,sadness,But but I dun wanna
1957051517,sadness,"dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame haha"
1957053409,relief,is home. safely... but hungry
1957055530,hate,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
1957059671,neutral,Ready To Go School
1957060439,worry,It's a sad economy. Just heard of another friend losing their job. so sad. But just a reminder that...
1957061884,hate,Those suck so bad.
1957062621,relief,"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go"
1957062676,worry,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea helllllpppp
1957062698,love,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!
1957063783,hate,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.
1957064177,worry,my mobile phone refuses to charge!! either the battery is broken or the chargerrr ( booooo
1957068585,neutral,for the gays i only made 200 tonight
1957069453,sadness,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in! Shit!"
1957073753,hate,hates the net. ayaw bumukas ng twitter.
1957074214,worry,is feeling so giddy and wanna go home.
1957075035,neutral,"GOSSIP GIRL, WHEN ARE YOU COMING BACK ! chaceeeeeee.."
1957076214,worry,reminds me of the weather a month ago it was horrible I hope all is well hugs
1957076450,love,there's really no android twitter app of Tweetie's calibre
1957076577,hate,on jacksonville beach walking in the cold Ass water but have to work in the morning ily &lt;('-')&gt;
1957079972,worry,Showered in ice-cold water. Sweating now. Means one thing: I'm sick
1957080579,sadness,I'm poorly and can't sleep
1957082538,hate,I am not a pussy! damnit! [sending you an e-mail right now btw]
1957083616,sadness,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and I'm definately NOT working this pm
1957084552,neutral,IIII know!!! and mean
1957084945,sadness,missing ...6 days can't pass quick enough
1957085151,hate,Hey! That's my school! I hate that place.
1957087043,neutral,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic"
1957087793,sadness,Missing you all deeply
1957089386,relief,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
1957090496,sadness,I wish I was there
1957091075,neutral,FC is finally up again. it's about time. i hate that this keeps happening
1957091327,sadness,morning again! I hate mornings. So offensive!
1957092623,sadness,LOL wow dawg doesn't sound like you're playing! I feel bad now haha
1957094812,hate,"plan may changes , nooooooo"
1957094989,hate,my sister is a douchebag
1957095604,neutral,Random has an a
1957099758,worry,I'm bummed that I can't wear my sweet Nike kicks to work.
1957100791,sadness,i hate being sick. i miss and
1957101953,happiness,Getting ready for school - second maths test today also its my last day of 3rd year!! Next week i will officially be in 4th year
1957102054,sadness,"Woke Up,I Wanna Stay In My bed"
1957102785,worry,Oh come on!!! You get next week off and I get next week full of exams!
1957103842,happiness,"Friday yay!! And a bonus, don't have to drive to Wales tonight. Athough will miss kitten cuddles and going for a ride"
1957104581,neutral,I don't think I will be able to get out of bed tomorrow morning we will seeeee!
1957104858,neutral,the times they are a changing
1957105472,hate,time for tv in bed.Then spending all day catching up on studying i hate online summer classes
1957106609,hate,Dang it! I REALLY look like crap!! Sigh only had 35mins to shower and 10mins to get ready
1957108151,sadness,sorry to hear that.
1957108253,worry,"Morning ;Sports day today, and I have to do the three-legged race with ; Mr Pettigrew said I'm not aloud to trip her up"
1957110716,neutral,"dang it, so its not certain ? ? ? are you okay?"
1957111130,neutral,Someone make me a cofffeeeeeee......
1957111643,love,Photo: martwo: OMG i love you!!!! i accadentally deleted this photo yay hes SO beautiful
1957111702,worry,I knooww &amp; my hot water bottle iss in whangamata without me. ahhhhh
1957112696,relief,thanks for the rt and sorry about your new place with the domestics
1957113207,neutral,Baby was not herself after recieving vaccines
1957113650,sadness,btw I am not a wimp
1957113687,relief,LOL yeah yeah you big perv ;) Was hoping to see you next week but scrapped plans
1957114604,hate,"back at Vienna ( ), sooo tired, luggage lost, Manchester 'd been great - very good outcome from Seminar at MBS &amp; great people around ..."
1957116154,worry,That's better than Missy 8 telling me I should be on The Biggest Loser
1957117786,neutral,Swimming is a no go for me
1957118513,sadness,Yea i just saw this really sad commercial
1957120549,sadness,Hates having to sleep alone
1957121670,worry,doing my english essay (on r&amp;j...wtf) that i should have done a long time ago when it was assigned last thursday
1957123350,relief,nope het is LOST&amp;found he ;-)
1957123693,neutral,Off to bed!! Still exhausted from Vegas
1957125420,neutral,Loving lil ken and absolutely dreading saying goodbye in less than a week
1957127251,hate,i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!
1957128727,sadness,tummy ache.
1957129191,love,wants see my friends ;-)
1957130797,sadness,"I'm sorry, Andrew. I wish there was something I could do..."
1957131626,sadness,"i'm not at chaseton's either please don't die, my heart will be really sad"
1957131642,happiness,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.
1957132732,neutral,ï¿½ cant im not my sister house no ï¿½-net tonite
1957133900,neutral,"i dont even have a WII! b likes xbox, so that's what we have do you use it?"
1957133923,sadness,"I can't sleep, this is so darn frustrating."
1957134460,sadness,RIP kelly fucccccck
1957137208,worry,that makes me sad for you
1957139587,sadness,its funny. i'm kinda sad on my last day
1957142103,neutral,ze Franz has not friended me i think they think i'm a creepy stalker or sommat. Hmph.
1957142715,hate,"Taking back the HORRIBLE shoes my mum made me get.. urgggh. They are some nasty footwear! Problem is, I can't find any other shoes!"
1957143180,neutral,And then you find out today they had there first kiss! }
1957144205,worry,But gotta wiat till next week btw...you from Mumbai itself?
1957145531,hate,night 5 not talking to my victor i'm so bored at night now. grrrr i hate this shit
1957145817,hate,"gonna get off to try and catch some Z's, no more high school after tomorrow! which really sucks i wish i didn't have to grow up!"
1957145956,sadness,should be sleeping. lost my voice a couple day ago.
1957146363,sadness,I was too sleepy earlier and i didnt get to see matt
1957147618,relief,You're cycling tho' that's good. Healthy eating Healthy and eating are a contradiction in terms.
1957147658,hate,Sooo.....I'm kinda o sick n tired of the bs that guys dish out !!!!!!!!
1957147665,love,"I hate you , Fleetwood is my favorite band...I'm so jealous ok I still love you haha"
1957151748,sadness,Just got my ass kicked in Tripoly lol I got such bad cards... i suck
1957153763,worry,fml my work uniform is on the washing line
1957154062,worry,"not this part, unfortunately."
1957154821,hate,i just murdered two fucking mouses!!! now i cant sleep
1957155968,worry,all my pancakes always end up soggy.
1957156484,hate,"sososo bummed, like really bummed, i hate this rain, ruin my date..."
1957156949,hate,"Working late at night on a Dell notebook, Dell's quality has gone down hill, warrenty service sucks too, poor people buy a Mac instead"
1957160024,sadness,feels like crap whenever she lays down. )(1+-'$! I hate heartburn &amp; backaches!
1957160428,sadness,NOICE. I realised that after exams I have 2 more weeks Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/
1957160631,sadness,Missing Everyone
1957160843,hate,"make the most of pork products while you can, they've fucking stopped importing it here in dubai. bad times"
1957160993,worry,another build failed! something is not right in the big scheme of things!
1957163152,worry,I need to wake up earlier so I'm actually tired enough to fall asleep
1957170232,hate,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better what else is next?"
1957172292,hate,Its weird being at the guy's house without them here. I don't like it
1957173062,sadness,what a beautiful day - shame I've got to spend it in an office
1957174158,sadness,Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went
1957177654,hate,"Where I live, all the small markets deliver their day-old bread to the food bank, but times are really tough, even for me"
1957177660,worry,"I have drunk hickups. I had a pretty laid back, great night. But I still can't help but be mad about the situation I put myself in"
1957178636,worry,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud
1957179054,neutral,Ugh. Too much happened today. I really need a hug
1957181400,neutral,awww ok lol hopefully by than im still here and not back over in the states
1957181678,sadness,Sad tweets are sad
1957181947,sadness,Have decided I just can't stand 's Alltop spam any longer.
1957182504,sadness,Headache of the century coming- I can feel it Fuck.
1957187082,worry,is tired and cold and runny
1957188633,hate,Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood
1957188800,sadness,rob got lucky that game he beat me 209-205
1957188806,hate,"feeling really sick watching the fifth element, and about to smoke a cigg. ugh i hate colds!"
1957188950,sadness,home from school had the shitest day today
1957189924,sadness,Sitting by myself. Everyone took the good seats.
1957190952,sadness,ME! oh wait wrong state
1957192397,sadness,"sorry, is only in spanish for the moment"
1957192957,hate,Bummed that F! F! F! broke up
1957194036,worry,"Feeling so rough today, just want a cuddle and some sleep"
1957194454,sadness,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda
1957194726,neutral,has an exam at 10am - I slept about 3 hours last night
1957195703,neutral,my phone still doesnt tweet
1957195949,sadness,i didnt get the msg!! :'( but i bought princess
1957196764,worry,first puppy gone 2 new home.
1957196825,sadness,"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude..."
1957198077,relief,"Off work, trying to relax for about 30 mins before I've gotta go back to sleep"
1957198359,hate,"yes it was good 2 see them laught at each other,,but that poor lad asking his mum &amp; dad 2 kill him"
1957199368,happiness,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
1957201369,worry,OMG YAYA!!! we put you please not the end of the year
1957202674,neutral,... that's all
1957203110,happiness,suuure
1957205389,worry,Is that why you aint answer my call? Thought we were homies!?
1957205912,neutral,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts"
1957206401,hate,Can't access your site!
1957206634,love,I CAN'T!!! My heart aches for her children I wanna adopt alexis
1957208462,sadness,Honza takes his flight back to the Czech Republic in the morning I'm really going to miss him.
1957209188,happiness,ah thats better snow patrol! now to be stuck indoors still weekend coming up and fresh air excellent hope its sunny!
1957211597,hate,Its so Fucking hot! Damn no air conditioning.
1957212085,hate,I never liked that boy Jerms!
1957214477,worry,"The Aila Cyclone left my house in Calcutta with a broken sunshade, balcony and a huge branch of tree thru our bathroom window....."
1957215920,sadness,Nite Tweeple. Tomorrow will be day 25 at work.
1957218546,neutral,I hate TweetDeck when it reaches access limits
1957218610,hate,"this sucks i'm tweetless...and i f'n hate money, why does it have to be an issue"
1957218793,hate,dam it keeps rainin on me
1957219264,sadness,i miss seeing fireflies.....
1957219315,relief,.... It was just alriiightt
1957220804,love,i wanna be love drunk
1957223393,sadness,hang in there- health should be priority right now! i do hate seeing good people get mistreated so i'm genuinely sorry
1957223703,happiness,had a little family party tonight hope it rocked
1957223957,relief,", ahhhhhhh so excited for july 21 (: ecxept stupid australia won't get it til like decembbberrrrrrrr but stilll ahhh! congratss."
1957225139,relief,I had fun tonight! I'll leave you with this...Brandi Carlile will be in Dallas today. We should just sneak into the show!
1957225471,sadness,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't. surgery tomorrow. no food til saturday"
1957227285,relief,ME! I wanted to go.
1957228324,neutral,"the swine flu is in robina, gold coast"
1957230190,love,aww tessy wanna hug?
1957231014,hate,err i think they're like 15 bucks a ticket cause its 3D too. too expensive
1957231506,hate,Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock
1957231863,neutral,I don't remember what i text to twitter to get a list of commands halp
1957233475,neutral,i miss that too
1957233877,sadness,I should go get a life. Sam just texted me 'Phuture tonight?'
1957233929,hate,Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It's pretty amazingly mediocre pass.
1957234958,neutral,I cant watch anythgin till tonight
1957236286,neutral,"Nope, re-reading it all over again. No offense meant"
1957236672,sadness,I've been trying not to think about that!
1957237503,hate,and this stupid wireless wont work downstairs
1957237598,hate,"Change my hairstyle,but it isn't good as it supposed to be N don't wealth that much money.. hate that hairdresser~~"
1957238059,love,Mmmmmm I love curry. Don't have an Oregan though.
1957239436,sadness,It is kind of lonely when nobody will answer their phone.
1957239665,relief,should updatd her twitter
1957240397,worry,"can't find Skins on the stacks, 90210/The Hills? wdyt?"
1957241208,hate,Have to go to work typical sunshine and deep sleep; stupid friday.
1957241391,neutral,its not just you - its properly dragged this week
1957241621,worry,I still miss him... And i dont think he's coming back
1957242975,love,wth is happening with my neck. this is definitely not stiff neck :|
1957243017,love,Looking at old pictures... I love it &amp; miss the good ol days
1957243299,neutral,Week-end is over and now it's time to get back to work
1957245151,neutral,popularity contest and they think twitter will help.... and it's become trendy
1957245396,neutral,madd bored
1957245960,sadness,. you left me first .. and left your bed here for me to look at
1957248127,hate,it is so unfair that all the good rock shows happen only in B'lore and Pune
1957248556,worry,aww you're going back to east coast again?i haven't even seeen you!
1957249003,relief,"missed all the awesome weather, because she was in a movie!"
1957249020,neutral,Ugh cant sleep on this bus. still have like 5 hours
1957250995,hate,almost everyone can suck my clit right about now. ive had it up to here with people fucking me over !
1957252101,relief,just got back from school. SHEMMS!! Summer class has been officially ended.
1957252272,worry,worried about Mr. Socks tonight.
1957252405,hate,says BAD TRIP! (angry)
1957255794,worry,where'd you go!
1957259752,happiness,hahaha yeah i see that. but he can't twitter me back
1957259756,sadness,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked"
1957259916,relief,off to my Psychology class.
1957262114,happiness,Watching Jay Leno's 2nd last Tonight show I haven't gone a day without Leno in like four yearss.
1957262854,relief,You need to learn to wash dishes and do laundry because I won't always be here to do them for you. She was right
1957263744,hate,omg!!! mcdonalds combo and wendys sundae = puke material
1957263978,hate,I really need to sort out a bird table and some feeders - the robins and blue tits are being bullied
1957265221,sadness,Ready to go into work now. cannot be bothered.
1957265612,hate,But why do I have to spend it in the office
1957266782,sadness,I know right
1957267231,sadness,yup .. sad eh .. Betty man .. it should have been betty
1957268633,hate,"M Jizzle I need u to Hit me too, ugghh I'm sick of this damn phone! Like seriously!"
1957269543,hate,That sucks to hear. I hate days like that
1957276419,hate,This train is so squeaky its givin me a sore head its bad enough i have to go to work!
1957277936,worry,"Sigh. It is a sad, lonely profession."
1957278010,hate,Downside though is that you're breaking the thread.
1957281398,sadness,I just heard that Regina girls song les deux! And I think u should/have 2 come back 2 mc! I miss u
1957282467,relief,I think they make you turn your phones off I'll see what I can do!
1957282585,worry,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale
1957282972,sadness,"I can't this weekend, sorry And Steph is working."
1957283025,relief,aww ty! s'just a bummer watching conversations
1957284303,worry,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!"
1957284632,sadness,just got home. im so effin sad
1957286023,hate,The Taxi Q at Pelangi was super loooong.. and now I'm getting headaches because of the hot-cold transition
1957287286,hate,I would be playing my old rogue but a friend took the account and could not get it back
1957287436,relief,Aw. The sky is weeping.
1957287672,sadness,...that's a miserable afterparty report
1957288483,neutral,"I feel like ive done the London marathon, I ach all over"
1957293548,hate,rah rah. youtube isn't working again. oh great
1957294470,hate,that sucks what bout kate
1957295425,neutral,Epicfail and Joseph in class... Very long liao
1957297644,sadness,yeah... it is very very dry down here
1957298715,worry,jessie has gone away 4 the weekend!! I miss her already
1957299195,love,There is something wrong with me! I'm so tired I can barely keep my eyes open. Yet all I've done for the last 3hrs is toss &amp; turn in bed
1957300243,worry,aww poor Caity :L add people n they will add you
1957301684,love,I really wanted to watch Mary Poppins and sing along.
1957305609,sadness,Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.
1957305935,hate,lol my other tank/dps friend is having the same problem in a different guild. wtf is wrong with this server?
1957306361,worry,an aston os my dream car but its wishful thinking
1957308408,sadness,"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick"
1957309999,worry,what am l doing?? .....nothing much atm
1957311063,sadness,Why don't we close the library due to the great weather? And the ac isn't working
1957311527,hate,my hsbc savings apy dropped to 1.55%. sort of feeling like pulling out all my money and keeping it underneath my mattress.
1957312495,happiness,I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee
1957312851,relief,shattered! PWG botched his hybrid dolphin shirt order and sent him xl
1957313260,happiness,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show I encourage everyone to watch it and welcome Conan.
1957314118,sadness,yooo! Its rainin dumb hard out.
1957314701,worry,i cant sleep
1957315651,neutral,lonely ..
1957316390,sadness,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money.. hate that hairdresser~~;("
1957316549,neutral,crash in Qmbol
1957316683,worry,Homework. ew fml. Should I pull an all nighter? I think I'm gonna have to again
1957317304,neutral,Girl I know!
1957317721,hate,"damn another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard"
1957318057,worry,i'm so fucking nervous!!!
1957318888,neutral,"Bucky, my ferret officially has insulinoma Now on daily prednisone. Had interview with p-doc today, have to go back monday for testing."
1957321080,hate,Another Day gone by.... Have to wake up early again tomorrow
1957322281,neutral,&quot;toys&quot;??? Advanced load carrying system. Low-cost 1-man outdoor shelter. I didn't get the Wolverine glove
1957323105,worry,"I don't think Jon and Kate should get a divorce, but I do think if they want to save their marriage they have to quit the show..."
1957323292,love,i think you should come tomarrow....because i was really really really looking foreword to seeing you.......please come?
1957324346,sadness,Just awoke in a completely freaked out frantic frenzy. It's going to be a long night.
1957325431,neutral,i got no followers i only have like 2 someone follow Me please?
1957325896,sadness,where's enthusiasm in meeeee
1957328258,hate,i'm so sick bad throat and the WORST toothache. good thing i work in a pharmacy. load me up with drugs!!
1957328439,worry,Hoping that this will just heal on it's own because anything I put on it just makes it worse. Owww
1957329151,happiness,what don't be sad? Be glad. Your 21
1957329181,neutral,I'm with you...been up till 5-6 for the last few nights...
1957331263,sadness,"its 2:08 am. I CAN'T SLEEP!!!!! i thought it was b/c im hungry, so i whipped up a pb&amp;j with milk. hopefully it works!!!!"
1957331550,sadness,i'm so bored i can barely even tweet. i have nothing to talk about.
1957331877,hate,never invite
1957332231,sadness,"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat"
1957333169,neutral,Hangover
1957333291,sadness,roughnight
1957335011,sadness,It is a recession
1957339420,love,Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.
1957339578,worry,mmkayy TOTALLY going to bedd now. i mean it!! im only gonna get 3 hours of sleep tonight
1957340145,happiness,Goodmorning yall! I woke up to early
1957341357,relief,Done with my drew and jayk handmade gifts now watching old menudo vids
1957344732,hate,Gday... Do you know if NHibernate has issues with COM Interop (VB6 &lt;-&gt; .Net Wrapper &lt;-&gt; .Net+NHibernate dll)? I'm getting crazy
1957345027,sadness,fell asleep waiting for my ride!
1957345815,sadness,Today feels like friday. Too bad its not
1957345881,hate,"It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?"
1957346593,hate,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it worthed that much money.. hate that hairdresser~~;("
1957346841,worry,I hate the fact that I'm 4.5 hours away from you tonight and tomorrow we'll be 1946 miles apart I wish you were here (
1957347167,hate,he just fully yelled saying dnt be so fcking stupid grow up! stop with this band shit then... throws the remote at me thnks love u2
1957348198,sadness,i miss you
1957348794,sadness,Feeling bad that didnt get to see UP
1957349129,worry,Morning all: Looks like no Nintendo Gameboy phone
1957351933,sadness,i mean monday take the test monday!!!! please o please !
1957352215,sadness,That's exactly how I feel. I hope you start feeling better soon.
1957353248,worry,"going crazy, the pain is unbearable..&amp; i gotta wait till thursday!?"
1957353477,sadness,at work and tired just want to go to bed
1957354740,hate,"Not a fan of the layout change of hyperlinks. I don't like the indentation and, well, I'm clicking and no link shows."
1957355196,relief,"Bout 2 lay iit down, got a head ache we hangin tomorrow idont care wat u say lol..soooo dm me ur &amp; imma hit u tomorrow k ;)"
1957356574,relief,Yeah I`m okay. I couldn`t breathe for like 7 seconds. I thought I was gonna die. Hahaha
1957357393,hate,My stomach is killing me do j can't sleep
1957359624,happiness,I am soo happy! But frustrated at the same time! :] :S. Ohh noo!!! Britney is recording her new video for Radar!!! Sooo ExxCiiTeed!!!
1957361291,neutral,almost 100 cases of swine in australia. hope may still decides to come visits me
1957361603,hate,I'm inclined to think it's stupid.
1957362094,worry,Where's a bridge when you need one?..... FUCK!
1957363569,neutral,Equations and graphs
1957363721,relief,"that reminds me, i need to pick up a mask 2mrw. Thanks I prefer not to take meds because i will b addicted"
1957363745,hate,Hates untalented bitches being mean to my talented friends
1957364677,neutral,"I had a horrible dream it had to do with a scary face, now im awake for the rest of the night. God dammit :\"
1957364947,hate,Arghhh So annoyed-yet again gone 2 starbucks &amp; given skimmed milk instead of soy milk!! I can't have milk so hav 2 throw away! Expensive
1957365278,hate,the non-Europers managed to dump the sun here! its gonna be a hot time now!
1957366885,sadness,Bummed out I am missing a rock climbing trip next week
